Date,AAPL,MSFT,GOOG,AMZN,DB
2013-06-05,57.564785,30.526196000000002,427.072296,267.170013,41.545837
2013-06-06,56.704765,30.684189,429.526337,267.829987,41.634823
2013-06-07,57.138011999999996,31.307340999999997,437.022583,276.869995,42.48016
2013-06-10,56.760380000000005,31.131804,442.233704,281.070007,42.622528
2013-06-11,56.593548,30.578871000000003,437.062317,274.77999900000003,41.706005
2013-06-12,55.893887,30.719296000000003,433.172638,271.670013,40.620422
2013-06-13,56.381434999999996,30.473534,435.66641200000004,275.790009,41.536941999999996
2013-06-14,55.617115000000005,30.19268,434.69274900000005,273.98999,40.700511999999996
2013-06-17,55.869312,30.719296000000003,440.26153600000004,278.059998,40.718307
2013-06-18,55.839565,30.701742,447.400085,281.76001,41.252196999999995
2013-06-19,54.70536800000001,30.359434000000004,447.429901,278.160004,40.139919
2013-06-20,53.90870699999999,29.39398,439.51141399999995,273.440002,38.760692999999996
2013-06-21,53.47676800000001,29.200874,437.618713,273.359985,38.99205
2013-06-24,52.059340999999996,29.595840000000003,432.084717,270.609985,38.1912
2013-06-25,52.070972,29.551958000000003,430.3013,272.089996,38.609425
2013-06-26,51.481246999999996,30.148783,434.002228,277.570007,38.956455
2013-06-27,50.926421999999995,30.385771000000002,435.701172,277.549988,38.511542999999996
2013-06-28,51.282078000000006,30.315554,437.34051500000004,277.690002,37.328075
2013-07-01,52.923241000000004,30.157572,441.071259,282.100006,37.354774
2013-07-02,54.122112,29.788933,438.30425999999994,283.730011,36.598419
2013-07-03,54.42084499999999,29.850371999999997,440.35095199999995,284.02999900000003,36.527237
2013-07-05,53.983723,30.025915,443.85812400000003,285.880005,36.589527000000004
2013-07-08,53.677231000000006,30.131234999999997,449.62063600000005,290.589996,36.803082
2013-07-09,54.621304,30.148783,449.69516,291.52999900000003,37.061131
2013-07-10,54.411789,30.455982000000002,450.06774900000005,292.329987,38.057735
2013-07-11,55.260174,31.3249,457.1466980000001,299.660004,38.947556
2013-07-12,55.15930899999999,31.307340999999997,458.517792,307.549988,39.018745
2013-07-15,55.279582999999995,31.746189,459.35733,306.570007,39.445854
2013-07-16,55.636524,31.833965000000003,456.83374000000003,306.869995,39.214504
2013-07-17,55.650753,31.368786,456.307159,308.690002,39.347977
2013-07-18,55.83826800000001,31.105478,452.397583,304.109985,40.308983000000005
2013-07-19,54.957542000000004,27.559590999999998,445.403076,305.230011,41.047539
2013-07-22,55.133442,28.094991999999998,452.407532,303.480011,41.866177
2013-07-23,54.186775,27.928225,448.979828,301.059998,41.901771999999994
2013-07-24,56.969882999999996,28.051102,448.53271500000005,298.940002,42.346684
2013-07-25,56.709938,27.550819,440.981842,303.399994,42.880577
2013-07-26,57.031963,27.752686999999998,439.81442300000003,312.01001,42.7649
2013-07-29,57.911384999999996,27.682470000000002,438.28439299999997,306.100006,42.471256
2013-07-30,58.626575,27.954556,442.581421,302.410004,40.380173
2013-07-31,58.524391,27.945776000000002,441.006683,301.22000099999997,40.033142
2013-08-01,59.061104,27.796570000000003,449.188477,305.570007,40.949653999999995
2013-08-02,59.818957999999995,27.989662,450.35586500000005,304.209991,40.780590000000004
2013-08-05,60.712616000000004,27.822905,449.57592800000003,300.98999,40.308983000000005
2013-08-06,60.169441000000006,27.717581,445.38818399999997,300.75,39.623821
2013-08-07,60.13451800000001,28.13887,442.447296,296.910004,39.801784999999995
2013-08-08,60.01475500000001,28.867359000000004,443.44580099999996,295.73999,40.513649
2013-08-09,59.16076700000001,28.700598,442.328094,297.26001,40.807285
2013-08-12,60.841395999999996,28.849804,439.893921,296.690002,40.620422
2013-08-13,63.732716,28.487413,437.777679,293.97000099999997,40.442459
2013-08-14,64.895226,28.593481,432.094635,291.339996,40.059834
2013-08-15,64.818436,28.098505,427.052429,286.47000099999997,40.059834
2013-08-16,65.393822,28.107346000000003,425.68630999999993,284.820007,40.415764
2013-08-19,66.098114,27.744954999999997,430.028076,285.570007,39.712799
2013-08-20,65.229805,27.948248,429.913818,287.089996,39.695007000000004
2013-08-21,65.397736,27.939409,431.856201,284.570007,38.965351
2013-08-22,65.475838,28.628834,434.032043,289.730011,39.926361
2013-08-23,65.223297,30.714787,432.29333499999996,290.01001,40.495846
2013-08-26,65.47715,30.184462,430.395691,286.209991,40.050940999999995
2013-08-27,63.605137,29.397816,422.328156,280.929993,38.547134
2013-08-28,63.905861,29.185678000000003,421.533325,281.579987,38.645016
2013-08-29,64.01001,29.654133,424.951111,283.980011,38.271294
2013-08-30,63.4268,29.521549,420.713654,280.980011,38.636115999999994
2013-09-03,63.603820999999996,28.178057,427.410095,288.799988,39.116619
2013-09-04,64.91996,27.577022999999997,432.99874900000003,293.640015,39.419163
2013-09-05,64.47476999999999,27.603540000000002,436.93814100000003,294.100006,39.410267
2013-09-06,64.858795,27.532821999999996,436.948059,295.859985,39.588229999999996
2013-09-09,65.89373,27.983601,441.15570099999997,299.709991,40.308983000000005
2013-09-10,64.392746,28.628834,441.46371500000004,300.359985,41.287796
